Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population"
2015,December,4 Western, Hepburn, 584 ," 3,808.5 "
2015,December,4 Western, Hindmarsh, 162 ," 2,789.3 "
2015,December,4 Western, Horsham," 1,972 "," 9,963.6 "
2015,December,4 Western, Loddon, 313 ," 4,156.2 "
2015,December,4 Western, Macedon Ranges," 1,518 "," 3,273.5 "
2015,December,4 Western, Mildura," 4,680 "," 8,641.7 "
2015,December,4 Western, Moorabool," 1,602 "," 5,046.0 "
2015,December,4 Western, Mount Alexander, 743 ," 3,953.4 "
2015,December,4 Western, Moyne, 407 ," 2,453.1 "
2015,December,4 Western, Northern Grampians, 811 ," 6,965.0 "
2015,December,4 Western, Pyrenees, 355 ," 4,945.0 "
2015,December,4 Western, Queenscliffe, 154 ," 5,250.6 "
2015,December,4 Western, Southern Grampians, 799 ," 4,943.7 "
2015,December,4 Western, Surf Coast," 1,160 "," 3,915.6 "
2015,December,4 Western, Swan Hill," 1,615 "," 7,729.9 "
2015,December,4 Western, Warrnambool," 2,158 "," 6,346.1 "
2015,December,4 Western, West Wimmera, 103 ," 2,591.8 "
2015,December,4 Western, Yarriambiack, 315 ," 4,614.7 "
2015,December,4 Western,Total," 58,173 "," 6,116.0 "
2015,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities, 754 ,
2015,December,Justice Institutions and Immigration Facilities,Total, 754 ,
2015,December,Unincorporated Vic, Unincorporated Vic, 93 ,
2015,December,Unincorporated Vic,Total, 93 ,
2014,December,1 North West Metro, Banyule," 6,807 "," 5,440.9 "
2014,December,1 North West Metro, Brimbank," 13,724 "," 6,915.0 "
2014,December,1 North West Metro, Darebin," 10,976 "," 7,341.3 "
2014,December,1 North West Metro, Hobsons Bay," 5,557 "," 6,146.0 "
2014,December,1 North West Metro, Hume," 13,224 "," 6,913.5 "
2014,December,1 North West Metro, Maribyrnong," 6,577 "," 7,975.7 "
2014,December,1 North West Metro, Melbourne," 23,727 "," 18,540.3 "
2014,December,1 North West Metro, Melton," 7,529 "," 5,822.5 "
2014,December,1 North West Metro, Moonee Valley," 6,445 "," 5,472.9 "
2014,December,1 North West Metro, Moreland," 10,295 "," 6,273.7 "
2014,December,1 North West Metro, Nillumbik," 1,585 "," 2,498.7 "
2014,December,1 North West Metro, Whittlesea," 10,239 "," 5,449.2 "
2014,December,1 North West Metro, Wyndham," 10,159 "," 5,041.4 "
2014,December,1 North West Metro, Yarra," 9,959 "," 11,417.2 "
2014,December,1 North West Metro,Total," 136,803 "," 7,138.3 "
2014,December,2 Eastern, Alpine, 278 ," 2,250.1 "
2014,December,2 Eastern, Bass Coast," 1,996 "," 6,253.7 "
2014,December,2 Eastern, Baw Baw," 2,278 "," 4,883.8 "
2014,December,2 Eastern, Benalla, 819 ," 5,892.9 "
2014,December,2 Eastern, Boroondara," 5,684 "," 3,292.0 "
2014,December,2 Eastern, East Gippsland," 2,922 "," 6,599.4 "
2014,December,2 Eastern, Greater Shepparton," 5,629 "," 8,806.5 "
2014,December,2 Eastern, Indigo, 329 ," 2,091.3 "
2014,December,2 Eastern, Knox," 7,160 "," 4,547.9 "
2014,December,2 Eastern, Latrobe," 7,814 "," 10,540.4 "
2014,December,2 Eastern, Manningham," 3,130 "," 2,620.6 "
2014,December,2 Eastern, Mansfield, 388 ," 4,621.8 "
2014,December,2 Eastern, Maroondah," 5,872 "," 5,270.1 "
2014,December,2 Eastern, Mitchell," 2,145 "," 5,488.2 "
2014,December,2 Eastern, Moira," 1,083 "," 3,721.6 "
2014,December,2 Eastern, Monash," 6,886 "," 3,699.2 "
2014,December,2 Eastern, Murrindindi, 517 ," 3,777.3 "
2014,December,2 Eastern, South Gippsland, 901 ," 3,159.1 "
2014,December,2 Eastern, Strathbogie, 341 ," 3,403.9 "
2014,December,2 Eastern, Towong, 148 ," 2,474.1 "
2014,December,2 Eastern, Wangaratta," 1,689 "," 6,062.0 "
2014,December,2 Eastern, Wellington," 2,900 "," 6,752.4 "
2014,December,2 Eastern, Whitehorse," 5,703 "," 3,470.7 "
2014,December,2 Eastern, Wodonga," 2,431 "," 6,335.8 "
2014,December,2 Eastern, Yarra Ranges," 5,353 "," 3,522.5 "
2014,December,2 Eastern,Total," 74,396 "," 4,620.2 "
2014,December,3 Southern Metro, Bayside," 3,231 "," 3,237.6 "
2014,December,3 Southern Metro, Cardinia," 3,862 "," 4,385.1 "
2014,December,3 Southern Metro, Casey," 12,927 "," 4,489.5 "
2014,December,3 Southern Metro, Frankston," 10,627 "," 7,803.6 "
2014,December,3 Southern Metro, Glen Eira," 4,331 "," 3,014.0 "
2014,December,3 Southern Metro, Greater Dandenong," 12,060 "," 7,927.2 "
2014,December,3 Southern Metro, Kingston," 7,172 "," 4,650.8 "
2014,December,3 Southern Metro, Mornington Peninsula," 7,682 "," 4,908.6 "
2014,December,3 Southern Metro, Port Phillip," 9,079 "," 8,692.1 "
2014,December,3 Southern Metro, Stonnington," 7,159 "," 6,760.5 "
2014,December,3 Southern Metro,Total," 78,130 "," 5,468.0 "
2014,December,4 Western, Ararat, 797 ," 6,894.5 "
2014,December,4 Western, Ballarat," 7,533 "," 7,539.5 "
2014,December,4 Western, Buloke, 180 ," 2,841.4 "
2014,December,4 Western, Campaspe," 2,330 "," 6,240.3 "
2014,December,4 Western, Central Goldfields, 805 ," 6,248.1 "
2014,December,4 Western, Colac-Otway," 1,100 "," 5,205.6 "
2014,December,4 Western, Corangamite, 474 ," 2,900.9 "
2014,December,4 Western, Gannawarra, 427 ," 4,053.5 "
2014,December,4 Western, Glenelg," 1,400 "," 7,086.8 "
2014,December,4 Western, Golden Plains, 467 ," 2,234.6 "
2014,December,4 Western, Greater Bendigo," 6,183 "," 5,727.4 "
2014,December,4 Western, Greater Geelong," 15,069 "," 6,616.6 "
2014,December,4 Western, Hepburn, 494 ," 3,253.4 "
2014,December,4 Western, Hindmarsh, 147 ," 2,515.4 "
2014,December,4 Western, Horsham," 1,577 "," 7,985.6 "
2014,December,4 Western, Loddon, 237 ," 3,154.5 "
2014,December,4 Western, Macedon Ranges," 1,476 "," 3,246.0 "
2014,December,4 Western, Mildura," 4,659 "," 8,670.0 "
2014,December,4 Western, Moorabool," 1,455 "," 4,683.6 "
2014,December,4 Western, Mount Alexander, 688 ," 3,718.7 "
2014,December,4 Western, Moyne, 469 ," 2,840.4 "
2014,December,4 Western, Northern Grampians, 697 ," 5,918.3 "
2014,December,4 Western, Pyrenees, 346 ," 4,909.9 "
2014,December,4 Western, Queenscliffe, 102 ," 3,434.3 "
2014,December,4 Western, Southern Grampians, 706 ," 4,343.3 "
2014,December,4 Western, Surf Coast, 982 ," 3,401.0 "
2014,December,4 Western, Swan Hill," 1,629 "," 7,779.4 "
2014,December,4 Western, Warrnambool," 1,987 "," 5,891.1 "
2014,December,4 Western, West Wimmera, 99 ," 2,451.7 "
2014,December,4 Western, Yarriambiack, 189 ," 2,729.6 "
2014,December,4 Western,Total," 54,704 "," 5,828.8 "
2014,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities, 703 ,
2014,December,Justice Institutions and Immigration Facilities,Total, 703 ,
2014,December,Unincorporated Vic, Unincorporated Vic, 100 ,
2014,December,Unincorporated Vic,Total, 100 ,
2013,December,1 North West Metro, Banyule," 6,430 "," 5,172.4 "
2013,December,1 North West Metro, Brimbank," 15,274 "," 7,786.1 "
2013,December,1 North West Metro, Darebin," 10,018 "," 6,802.4 "
2013,December,1 North West Metro, Hobsons Bay," 5,446 "," 6,106.2 "
2013,December,1 North West Metro, Hume," 12,032 "," 6,508.3 "
2013,December,1 North West Metro, Maribyrnong," 6,960 "," 8,723.8 "
2013,December,1 North West Metro, Melbourne," 24,627 "," 20,745.3 "
2013,December,1 North West Metro, Melton," 6,827 "," 5,508.5 "
2013,December,1 North West Metro, Moonee Valley," 6,248 "," 5,411.2 "
2013,December,1 North West Metro, Moreland," 9,241 "," 5,765.5 "
2013,December,1 North West Metro, Nillumbik," 1,600 "," 2,532.7 "
2013,December,1 North West Metro, Whittlesea," 9,986 "," 5,570.3 "
2013,December,1 North West Metro, Wyndham," 9,943 "," 5,227.4 "
2013,December,1 North West Metro, Yarra," 9,204 "," 10,962.1 "
2013,December,1 North West Metro,Total," 133,836 "," 7,208.6 "
2013,December,2 Eastern, Alpine, 363 ," 2,955.3 "
2013,December,2 Eastern, Bass Coast," 1,970 "," 6,287.7 "
2013,December,2 Eastern, Baw Baw," 2,215 "," 4,854.6 "
2013,December,2 Eastern, Benalla, 854 ," 6,153.6 "
2013,December,2 Eastern, Boroondara," 5,965 "," 3,498.8 "
2013,December,2 Eastern, East Gippsland," 3,071 "," 7,010.0 "
2013,December,2 Eastern, Greater Shepparton," 5,117 "," 8,090.9 "
2013,December,2 Eastern, Indigo, 355 ," 2,274.9 "
2013,December,2 Eastern, Knox," 6,923 "," 4,428.0 "
2013,December,2 Eastern, Latrobe," 7,618 "," 10,277.4 "
2013,December,2 Eastern, Manningham," 3,112 "," 2,629.3 "
2013,December,2 Eastern, Mansfield, 293 ," 3,540.4 "
2013,December,2 Eastern, Maroondah," 5,497 "," 5,007.2 "
2013,December,2 Eastern, Mitchell," 1,991 "," 5,268.9 "
2013,December,2 Eastern, Moira," 1,177 "," 4,072.0 "
2013,December,2 Eastern, Monash," 6,825 "," 3,724.3 "
2013,December,2 Eastern, Murrindindi, 535 ," 3,944.6 "
2013,December,2 Eastern, South Gippsland, 895 ," 3,165.6 "
2013,December,2 Eastern, Strathbogie, 373 ," 3,780.3 "
2013,December,2 Eastern, Towong, 212 ," 3,556.5 "
2013,December,2 Eastern, Wangaratta," 1,679 "," 6,072.3 "
2013,December,2 Eastern, Wellington," 2,798 "," 6,549.5 "
2013,December,2 Eastern, Whitehorse," 5,801 "," 3,579.1 "
2013,December,2 Eastern, Wodonga," 2,235 "," 5,948.1 "
2013,December,2 Eastern, Yarra Ranges," 5,053 "," 3,348.5 "
2013,December,2 Eastern,Total," 72,927 "," 4,581.7 "
2013,December,3 Southern Metro, Bayside," 3,489 "," 3,551.1 "
2013,December,3 Southern Metro, Cardinia," 4,344 "," 5,135.3 "
2013,December,3 Southern Metro, Casey," 12,056 "," 4,336.3 "
2013,December,3 Southern Metro, Frankston," 10,782 "," 8,025.2 "
2013,December,3 Southern Metro, Glen Eira," 4,735 "," 3,352.0 "
2013,December,3 Southern Metro, Greater Dandenong," 12,486 "," 8,408.0 "
2013,December,3 Southern Metro, Kingston," 7,330 "," 4,811.7 "
2013,December,3 Southern Metro, Mornington Peninsula," 7,519 "," 4,882.4 "
2013,December,3 Southern Metro, Port Phillip," 8,779 "," 8,593.7 "
2013,December,3 Southern Metro, Stonnington," 7,445 "," 7,194.1 "
2013,December,3 Southern Metro,Total," 78,965 "," 5,652.6 "
2013,December,4 Western, Ararat, 874 ," 7,606.6 "
2013,December,4 Western, Ballarat," 8,110 "," 8,246.6 "
2013,December,4 Western, Buloke, 187 ," 2,927.4 "
2013,December,4 Western, Campaspe," 2,100 "," 5,643.2 "
2013,December,4 Western, Central Goldfields, 811 ," 6,328.5 "
2013,December,4 Western, Colac-Otway," 1,021 "," 4,853.8 "
2013,December,4 Western, Corangamite, 456 ," 2,778.8 "
2013,December,4 Western, Gannawarra, 413 ," 3,923.6 "
2013,December,4 Western, Glenelg," 1,184 "," 5,980.7 "
2013,December,4 Western, Golden Plains, 402 ," 1,974.3 "
2013,December,4 Western, Greater Bendigo," 6,055 "," 5,714.6 "
2013,December,4 Western, Greater Geelong," 13,551 "," 6,067.0 "
2013,December,4 Western, Hepburn, 523 ," 3,481.6 "
2013,December,4 Western, Hindmarsh, 184 ," 3,144.2 "
2013,December,4 Western, Horsham," 1,347 "," 6,839.6 "
2013,December,4 Western, Loddon, 264 ," 3,511.6 "
2013,December,4 Western, Macedon Ranges," 1,389 "," 3,114.7 "
2013,December,4 Western, Mildura," 4,535 "," 8,531.5 "
2013,December,4 Western, Moorabool," 1,502 "," 4,939.2 "
2013,December,4 Western, Mount Alexander, 648 ," 3,551.3 "
2013,December,4 Western, Moyne, 432 ," 2,629.2 "
2013,December,4 Western, Northern Grampians, 683 ," 5,749.2 "
2013,December,4 Western, Pyrenees, 316 ," 4,554.6 "
2013,December,4 Western, Queenscliffe, 73 ," 2,431.7 "
2013,December,4 Western, Southern Grampians, 883 ," 5,399.0 "
2013,December,4 Western, Surf Coast, 984 ," 3,485.9 "
2013,December,4 Western, Swan Hill," 1,437 "," 6,841.9 "
2013,December,4 Western, Warrnambool," 1,913 "," 5,723.6 "
2013,December,4 Western, West Wimmera, 121 ," 2,934.0 "
2013,December,4 Western, Yarriambiack, 215 ," 3,057.5 "
2013,December,4 Western,Total," 52,613 "," 5,678.0 "
2013,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities," 1,017 ",
2013,December,Justice Institutions and Immigration Facilities,Total," 1,017 ",
2013,December,Unincorporated Vic, Unincorporated Vic, 66 ,
2013,December,Unincorporated Vic,Total, 66 ,
2012,December,1 North West Metro, Banyule," 5,815 "," 4,705.3 "
2012,December,1 North West Metro, Brimbank," 15,484 "," 7,990.8 "
2012,December,1 North West Metro, Darebin," 9,671 "," 6,670.3 "
2012,December,1 North West Metro, Hobsons Bay," 5,850 "," 6,622.2 "
2012,December,1 North West Metro, Hume," 11,988 "," 6,689.7 "
2012,December,1 North West Metro, Maribyrnong," 7,477 "," 9,687.9 "
2012,December,1 North West Metro, Melbourne," 24,745 "," 23,001.9 "
2012,December,1 North West Metro, Melton," 6,926 "," 5,853.2 "
2012,December,1 North West Metro, Moonee Valley," 6,961 "," 6,123.7 "
2012,December,1 North West Metro, Moreland," 9,812 "," 6,251.0 "
2012,December,1 North West Metro, Nillumbik," 1,454 "," 2,310.3 "
2012,December,1 North West Metro, Whittlesea," 9,849 "," 5,793.8 "
2012,December,1 North West Metro, Wyndham," 11,067 "," 6,178.2 "
2012,December,1 North West Metro, Yarra," 9,199 "," 11,319.3 "
2012,December,1 North West Metro,Total," 136,298 "," 7,585.0 "
2012,December,2 Eastern, Alpine, 318 ," 2,610.2 "
2012,December,2 Eastern, Bass Coast," 1,848 "," 5,997.9 "
2012,December,2 Eastern, Baw Baw," 2,133 "," 4,792.6 "
2012,December,2 Eastern, Benalla, 728 ," 5,256.7 "
2012,December,2 Eastern, Boroondara," 5,918 "," 3,512.5 "
2012,December,2 Eastern, East Gippsland," 2,667 "," 6,155.2 "
2012,December,2 Eastern, Greater Shepparton," 4,824 "," 7,710.8 "
2012,December,2 Eastern, Indigo, 383 ," 2,478.3 "
2012,December,2 Eastern, Knox," 6,852 "," 4,409.1 "
2012,December,2 Eastern, Latrobe," 7,456 "," 10,075.1 "
2012,December,2 Eastern, Manningham," 2,923 "," 2,488.9 "
2012,December,2 Eastern, Mansfield, 254 ," 3,137.0 "
2012,December,2 Eastern, Maroondah," 5,219 "," 4,813.1 "
2012,December,2 Eastern, Mitchell," 1,961 "," 5,389.7 "
2012,December,2 Eastern, Moira," 1,058 "," 3,689.6 "
2012,December,2 Eastern, Monash," 6,526 "," 3,619.3 "
2012,December,2 Eastern, Murrindindi, 457 ," 3,396.3 "
2012,December,2 Eastern, South Gippsland, 936 ," 3,351.7 "
2012,December,2 Eastern, Strathbogie, 379 ," 3,889.6 "
2012,December,2 Eastern, Towong, 196 ," 3,299.7 "
2012,December,2 Eastern, Wangaratta," 1,737 "," 6,330.6 "
2012,December,2 Eastern, Wellington," 2,862 "," 6,742.8 "
2012,December,2 Eastern, Whitehorse," 5,583 "," 3,496.8 "
2012,December,2 Eastern, Wodonga," 2,603 "," 7,081.5 "
2012,December,2 Eastern, Yarra Ranges," 5,216 "," 3,480.5 "
2012,December,2 Eastern,Total," 71,037 "," 4,515.6 "
2012,December,3 Southern Metro, Bayside," 3,504 "," 3,613.5 "
2012,December,3 Southern Metro, Cardinia," 3,819 "," 4,748.7 "
2012,December,3 Southern Metro, Casey," 11,799 "," 4,382.3 "
2012,December,3 Southern Metro, Frankston," 10,538 "," 7,971.6 "
2012,December,3 Southern Metro, Glen Eira," 4,619 "," 3,320.3 "
2012,December,3 Southern Metro, Greater Dandenong," 11,782 "," 8,119.0 "
2012,December,3 Southern Metro, Kingston," 7,480 "," 4,972.2 "
2012,December,3 Southern Metro, Mornington Peninsula," 7,355 "," 4,848.4 "
2012,December,3 Southern Metro, Port Phillip," 8,837 "," 8,846.5 "
2012,December,3 Southern Metro, Stonnington," 7,291 "," 7,189.6 "
2012,December,3 Southern Metro,Total," 77,024 "," 5,636.6 "
2012,December,4 Western, Ararat, 934 ," 8,193.0 "
2012,December,4 Western, Ballarat," 8,179 "," 8,455.7 "
2012,December,4 Western, Buloke, 236 ," 3,668.0 "
2012,December,4 Western, Campaspe," 2,233 "," 6,028.5 "
2012,December,4 Western, Central Goldfields, 771 ," 6,064.2 "
2012,December,4 Western, Colac-Otway," 1,183 "," 5,659.7 "
2012,December,4 Western, Corangamite, 543 ," 3,296.9 "
2012,December,4 Western, Gannawarra, 423 ," 4,029.3 "
2012,December,4 Western, Glenelg," 1,093 "," 5,513.2 "
2012,December,4 Western, Golden Plains, 376 ," 1,918.0 "
2012,December,4 Western, Greater Bendigo," 5,648 "," 5,435.7 "
2012,December,4 Western, Greater Geelong," 13,449 "," 6,136.8 "
2012,December,4 Western, Hepburn, 555 ," 3,743.7 "
2012,December,4 Western, Hindmarsh, 199 ," 3,397.6 "
2012,December,4 Western, Horsham," 1,416 "," 7,221.5 "
2012,December,4 Western, Loddon, 333 ," 4,422.9 "
2012,December,4 Western, Macedon Ranges," 1,320 "," 3,014.1 "
2012,December,4 Western, Mildura," 4,595 "," 8,756.6 "
2012,December,4 Western, Moorabool," 1,352 "," 4,604.4 "
2012,December,4 Western, Mount Alexander, 649 ," 3,595.0 "
2012,December,4 Western, Moyne, 536 ," 3,287.5 "
2012,December,4 Western, Northern Grampians, 654 ," 5,463.7 "
2012,December,4 Western, Pyrenees, 248 ," 3,615.2 "
2012,December,4 Western, Queenscliffe, 112 ," 3,663.7 "
2012,December,4 Western, Southern Grampians, 800 ," 4,860.0 "
2012,December,4 Western, Surf Coast," 1,175 "," 4,268.1 "
2012,December,4 Western, Swan Hill," 1,381 "," 6,585.3 "
2012,December,4 Western, Warrnambool," 1,828 "," 5,529.5 "
2012,December,4 Western, West Wimmera, 133 ," 3,156.1 "
2012,December,4 Western, Yarriambiack, 274 ," 3,861.9 "
2012,December,4 Western,Total," 52,628 "," 5,759.9 "
2012,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities, 817 ,
2012,December,Justice Institutions and Immigration Facilities,Total, 817 ,
2012,December,Unincorporated Vic, Unincorporated Vic, 110 ,
2012,December,Unincorporated Vic,Total, 110 ,
2011,December,1 North West Metro, Banyule," 5,603 "," 4,555.9 "
2011,December,1 North West Metro, Brimbank," 14,296 "," 7,465.4 "
2011,December,1 North West Metro, Darebin," 9,585 "," 6,705.5 "
2011,December,1 North West Metro, Hobsons Bay," 4,743 "," 5,427.1 "
2011,December,1 North West Metro, Hume," 11,012 "," 6,318.2 "
2011,December,1 North West Metro, Maribyrnong," 6,981 "," 9,288.9 "
2011,December,1 North West Metro, Melbourne," 23,659 "," 23,602.4 "
2011,December,1 North West Metro, Melton," 6,063 "," 5,382.5 "
2011,December,1 North West Metro, Moonee Valley," 6,027 "," 5,372.6 "
2011,December,1 North West Metro, Moreland," 8,895 "," 5,766.7 "
2011,December,1 North West Metro, Nillumbik," 1,458 "," 2,324.8 "
2011,December,1 North West Metro, Whittlesea," 8,758 "," 5,446.5 "
2011,December,1 North West Metro, Wyndham," 9,641 "," 5,783.5 "
2011,December,1 North West Metro, Yarra," 8,718 "," 11,049.0 "
2011,December,1 North West Metro,Total," 125,439 "," 7,198.0 "
2011,December,2 Eastern, Alpine, 278 ," 2,303.6 "
2011,December,2 Eastern, Bass Coast," 1,601 "," 5,295.5 "
2011,December,2 Eastern, Baw Baw," 1,732 "," 3,991.8 "
2011,December,2 Eastern, Benalla, 760 ," 5,500.1 "
2011,December,2 Eastern, Boroondara," 5,265 "," 3,151.5 "
2011,December,2 Eastern, East Gippsland," 2,499 "," 5,835.2 "
2011,December,2 Eastern, Greater Shepparton," 5,004 "," 8,104.4 "
2011,December,2 Eastern, Indigo, 370 ," 2,415.6 "
2011,December,2 Eastern, Knox," 5,973 "," 3,862.9 "
2011,December,2 Eastern, Latrobe," 6,785 "," 9,195.3 "
2011,December,2 Eastern, Manningham," 2,804 "," 2,401.7 "
2011,December,2 Eastern, Mansfield, 249 ," 3,135.2 "
2011,December,2 Eastern, Maroondah," 4,779 "," 4,452.9 "
2011,December,2 Eastern, Mitchell," 1,816 "," 5,173.1 "
2011,December,2 Eastern, Moira," 1,176 "," 4,140.0 "
2011,December,2 Eastern, Monash," 6,475 "," 3,651.1 "
2011,December,2 Eastern, Murrindindi, 428 ," 3,209.6 "
2011,December,2 Eastern, South Gippsland, 856 ," 3,111.4 "
2011,December,2 Eastern, Strathbogie, 347 ," 3,615.3 "
2011,December,2 Eastern, Towong, 161 ," 2,720.5 "
2011,December,2 Eastern, Wangaratta," 1,690 "," 6,210.5 "
2011,December,2 Eastern, Wellington," 2,307 "," 5,484.0 "
2011,December,2 Eastern, Whitehorse," 5,212 "," 3,308.4 "
2011,December,2 Eastern, Wodonga," 2,383 "," 6,614.9 "
2011,December,2 Eastern, Yarra Ranges," 4,782 "," 3,211.5 "
2011,December,2 Eastern,Total," 65,732 "," 4,224.8 "
2011,December,3 Southern Metro, Bayside," 3,004 "," 3,125.3 "
2011,December,3 Southern Metro, Cardinia," 3,346 "," 4,412.4 "
2011,December,3 Southern Metro, Casey," 10,944 "," 4,188.6 "
2011,December,3 Southern Metro, Frankston," 9,246 "," 7,093.2 "
2011,December,3 Southern Metro, Glen Eira," 4,402 "," 3,209.6 "
2011,December,3 Southern Metro, Greater Dandenong," 11,003 "," 7,739.5 "
2011,December,3 Southern Metro, Kingston," 6,709 "," 4,523.8 "
2011,December,3 Southern Metro, Mornington Peninsula," 6,989 "," 4,682.1 "
2011,December,3 Southern Metro, Port Phillip," 8,254 "," 8,485.1 "
2011,December,3 Southern Metro, Stonnington," 6,806 "," 6,885.0 "
2011,December,3 Southern Metro,Total," 70,703 "," 5,289.7 "
2011,December,4 Western, Ararat, 802 ," 7,081.1 "
2011,December,4 Western, Ballarat," 8,179 "," 8,592.7 "
2011,December,4 Western, Buloke, 221 ," 3,418.4 "
2011,December,4 Western, Campaspe," 1,895 "," 5,141.8 "
2011,December,4 Western, Central Goldfields, 677 ," 5,382.0 "
2011,December,4 Western, Colac-Otway," 1,090 "," 5,240.6 "
2011,December,4 Western, Corangamite, 522 ," 3,158.7 "
2011,December,4 Western, Gannawarra, 444 ," 4,247.6 "
2011,December,4 Western, Glenelg," 1,235 "," 6,222.3 "
2011,December,4 Western, Golden Plains, 296 ," 1,561.3 "
2011,December,4 Western, Greater Bendigo," 5,049 "," 4,950.2 "
2011,December,4 Western, Greater Geelong," 12,494 "," 5,788.6 "
2011,December,4 Western, Hepburn, 503 ," 3,438.4 "
2011,December,4 Western, Hindmarsh, 172 ," 2,937.2 "
2011,December,4 Western, Horsham," 1,231 "," 6,305.4 "
2011,December,4 Western, Loddon, 331 ," 4,386.4 "
2011,December,4 Western, Macedon Ranges," 1,167 "," 2,721.4 "
2011,December,4 Western, Mildura," 4,478 "," 8,641.1 "
2011,December,4 Western, Moorabool," 1,094 "," 3,815.8 "
2011,December,4 Western, Mount Alexander, 738 ," 4,129.4 "
2011,December,4 Western, Moyne, 441 ," 2,727.8 "
2011,December,4 Western, Northern Grampians, 787 ," 6,529.0 "
2011,December,4 Western, Pyrenees, 209 ," 3,092.2 "
2011,December,4 Western, Queenscliffe, 92 ," 3,005.6 "
2011,December,4 Western, Southern Grampians, 859 ," 5,183.8 "
2011,December,4 Western, Surf Coast, 999 ," 3,746.3 "
2011,December,4 Western, Swan Hill," 1,333 "," 6,388.7 "
2011,December,4 Western, Warrnambool," 1,827 "," 5,592.8 "
2011,December,4 Western, West Wimmera, 100 ," 2,332.6 "
2011,December,4 Western, Yarriambiack, 285 ," 3,967.7 "
2011,December,4 Western,Total," 49,550 "," 5,493.9 "
2011,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities, 707 ,
2011,December,Justice Institutions and Immigration Facilities,Total, 707 ,
2011,December,Unincorporated Vic, Unincorporated Vic, 124 ,
2011,December,Unincorporated Vic,Total, 124 ,
2010,December,1 North West Metro, Banyule," 5,846 "," 4,761.4 "
2010,December,1 North West Metro, Brimbank," 12,513 "," 6,624.3 "
2010,December,1 North West Metro, Darebin," 8,908 "," 6,283.0 "
2010,December,1 North West Metro, Hobsons Bay," 4,768 "," 5,468.4 "
2010,December,1 North West Metro, Hume," 10,494 "," 6,138.6 "
2010,December,1 North West Metro, Maribyrnong," 6,573 "," 8,929.1 "
2010,December,1 North West Metro, Melbourne," 26,259 "," 26,898.4 "
2010,December,1 North West Metro, Melton," 5,189 "," 4,856.4 "
2010,December,1 North West Metro, Moonee Valley," 5,900 "," 5,298.0 "
2010,December,1 North West Metro, Moreland," 8,351 "," 5,484.7 "
2010,December,1 North West Metro, Nillumbik," 1,419 "," 2,258.2 "
2010,December,1 North West Metro, Whittlesea," 7,822 "," 5,122.2 "
2010,December,1 North West Metro, Wyndham," 8,492 "," 5,469.9 "
2010,December,1 North West Metro, Yarra," 9,199 "," 11,728.9 "
2010,December,1 North West Metro,Total," 121,733 "," 7,150.1 "
2010,December,2 Eastern, Alpine, 324 ," 2,680.1 "
2010,December,2 Eastern, Bass Coast," 1,836 "," 6,229.2 "
2010,December,2 Eastern, Baw Baw," 1,712 "," 4,066.8 "
2010,December,2 Eastern, Benalla, 828 ," 5,983.5 "
2010,December,2 Eastern, Boroondara," 5,472 "," 3,289.9 "
2010,December,2 Eastern, East Gippsland," 2,671 "," 6,301.8 "
2010,December,2 Eastern, Greater Shepparton," 4,815 "," 7,836.5 "
2010,December,2 Eastern, Indigo, 365 ," 2,387.6 "
2010,December,2 Eastern, Knox," 6,437 "," 4,162.5 "
2010,December,2 Eastern, Latrobe," 6,274 "," 8,584.9 "
2010,December,2 Eastern, Manningham," 2,920 "," 2,503.1 "
2010,December,2 Eastern, Mansfield, 367 ," 4,663.3 "
2010,December,2 Eastern, Maroondah," 5,311 "," 4,978.6 "
2010,December,2 Eastern, Mitchell," 2,056 "," 6,066.3 "
2010,December,2 Eastern, Moira," 1,209 "," 4,267.4 "
2010,December,2 Eastern, Monash," 6,841 "," 3,892.9 "
2010,December,2 Eastern, Murrindindi, 517 ," 3,882.0 "
2010,December,2 Eastern, South Gippsland, 942 ," 3,466.7 "
2010,December,2 Eastern, Strathbogie, 335 ," 3,490.3 "
2010,December,2 Eastern, Towong, 184 ," 3,064.6 "
2010,December,2 Eastern, Wangaratta," 1,634 "," 6,007.4 "
2010,December,2 Eastern, Wellington," 2,382 "," 5,698.2 "
2010,December,2 Eastern, Whitehorse," 5,213 "," 3,319.2 "
2010,December,2 Eastern, Wodonga," 2,031 "," 5,755.7 "
2010,December,2 Eastern, Yarra Ranges," 5,224 "," 3,518.5 "
2010,December,2 Eastern,Total," 67,900 "," 4,392.7 "
2010,December,3 Southern Metro, Bayside," 2,991 "," 3,128.9 "
2010,December,3 Southern Metro, Cardinia," 3,293 "," 4,584.4 "
2010,December,3 Southern Metro, Casey," 10,897 "," 4,282.2 "
2010,December,3 Southern Metro, Frankston," 9,690 "," 7,508.6 "
2010,December,3 Southern Metro, Glen Eira," 4,897 "," 3,587.2 "
2010,December,3 Southern Metro, Greater Dandenong," 11,011 "," 7,853.1 "
2010,December,3 Southern Metro, Kingston," 6,804 "," 4,615.8 "
